danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,artist,label
0.693,0.77,-6.98,0.0762,0.0127,0.000613,0.0655,0.883,119.533,give it to me baby,rick james,0
0.536,0.901,-7.211,0.0374,0.00145,0.0186,0.06,0.666,87.559,tom sawyer,rush,0
0.729,0.356,-13.743,0.0347,0.0916,0.0905,0.052,0.392,95.026,tempted,squeeze,0
0.529,0.589,-9.578,0.0367,0.0761,0.00363,0.0672,0.503,136.346,arthur's theme (best that you can do),christopher cross,0
0.473,0.241,-14.872,0.0323,0.89,0.00386,0.141,0.404,115.163,silly,deniece williams,0
0.312,0.528,-7.324,0.0333,0.267,3.88e-06,0.0369,0.397,201.13,waiting for a girl like you,foreigner,0
0.33,0.469,-9.286,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,waiting for a girl like you,foreigner,0
0.5,0.748,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,don't stop believin',journey,0
0.653,0.677,-12.244,0.0396,0.249,0.0,0.403,0.888,114.37,centerfold,the j. geils band,0
0.495,0.142,-16.186,0.0436,0.97,1.93e-06,0.113,0.196,75.859,she's got a way,billy joel,0
0.405,0.21,-13.214,0.0279,0.584,0.0,0.139,0.174,100.577,open arms,journey,0
0.5,0.501,-8.284,0.0376,0.462,0.0,0.26,0.623,144.438,tainted love,soft cell,0
0.535,0.716,-5.025,0.0431,0.326,0.0,0.659,0.901,94.379,i love rock 'n roll,joan jett & the blackhearts,0
0.847,0.389,-15.362,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52,get down on it,kool & the gang,0
0.744,0.686,-8.016,0.0437,0.101,0.0,0.0718,0.894,117.483,don't you want me,the human league,0
0.294,0.872,-5.619,0.0542,0.155,7.68e-06,0.316,0.575,135.931,heat of the moment,asia,0
0.361,0.787,-4.982,0.0363,0.0197,0.000586,0.0421,0.889,130.693,caught up in you,38 special,0
0.557,0.782,-3.899,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,kids in america,kim wilde,0
0.817,0.599,-9.249,0.0328,0.132,0.000311,0.0873,0.548,108.873,eye of the tiger,survivor,0
0.601,0.928,-4.38,0.0481,0.014,0.000113,0.151,0.625,115.999,no one like you,scorpions,0
0.75,0.528,-14.276,0.0372,0.0305,4.03e-06,0.0684,0.703,135.537,words,missing persons,0
0.776,0.743,-6.807,0.0289,0.107,0.293,0.149,0.84,131.343,gloria,laura branigan,0
0.507,0.642,-12.923,0.0323,0.00299,0.606,0.141,0.631,146.154,i ran (so far away),a flock of seagulls,0
0.29,0.884,-5.71,0.0673,0.0435,0.0,0.225,0.294,125.314,only time will tell,asia,0
0.584,0.474,-9.431,0.0296,0.0366,0.000363,0.0518,0.651,160.173,steppin' out,joe jackson,0
0.59,0.868,-5.832,0.048,0.0962,0.000322,0.442,0.798,184.348,i'm so excited,the pointer sisters,0
0.548,0.68,-8.675,0.0474,0.0148,0.000949,0.0877,0.851,148.494,pressure,billy joel,0
0.348,0.376,-10.072,0.0271,0.599,0.0,0.107,0.208,141.77,i'm never gonna say goodbye,billy preston,0
0.71,0.556,-12.997,0.0563,0.0356,0.00152,0.0743,0.305,120.825,destination unknown,missing persons,0
0.366,0.238,-13.853,0.038,0.646,1e-05,0.0876,0.131,68.377,truly,lionel richie,0
0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,africa,toto,0
0.679,0.766,-4.993,0.0291,0.32,0.015,0.111,0.679,116.269,valerie,steve winwood,0
0.493,0.516,-13.071,0.0295,0.00072,0.229,0.121,0.621,139.865,space age love song,a flock of seagulls,0
0.74,0.408,-12.99,0.0326,0.139,0.0,0.0936,0.38,100.495,do you really want to hurt me,culture club,0
0.805,0.418,-14.374,0.0979,0.459,0.0,0.288,0.966,149.724,pass the dutchie,musical youth,0
0.45,0.769,-4.797,0.0592,0.562,0.0,0.306,0.604,107.05,come on eileen,dexys midnight runners,0
0.682,0.925,-5.896,0.121,0.315,0.000718,0.702,0.611,136.27,it's raining men,the weather girls,0
0.725,0.861,-6.901,0.0751,0.204,0.00127,0.245,0.819,125.659,poison arrow,abc,0
0.451,0.962,-3.947,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,separate ways (worlds apart),journey,0
0.675,0.732,-4.5,0.0443,0.452,1.84e-05,0.201,0.83,175.01,i like it,debarge,0
0.799,0.755,-11.538,0.0419,0.108,0.169,0.0661,0.975,128.695,she blinded me with science,thomas dolby,0
0.752,0.307,-17.063,0.0398,0.332,0.000135,0.0829,0.854,106.158,only you,yazoo,0
0.584,0.233,-18.404,0.027,0.0814,0.0,0.141,0.356,84.775,straight from the heart,bryan adams,0
0.699,0.761,-11.721,0.0327,0.0657,6.29e-06,0.337,0.935,138.643,walking in l.a.,missing persons,0
0.602,0.877,-6.606,0.0515,0.000343,0.635,0.0551,0.617,123.679,photograph,def leppard,0
0.535,0.801,-11.734,0.0345,0.00103,0.00329,0.0676,0.672,155.571,i melt with you,modern english,0
0.202,0.644,-5.212,0.0324,0.0979,0.0,0.109,0.252,85.04,faithfully,journey,0
0.719,0.723,-8.267,0.0367,0.548,0.0,0.0883,0.925,116.941,time (clock of the heart),culture club,0
0.702,0.871,-6.728,0.0926,0.127,4.18e-05,0.0819,0.664,107.982,too shy,kajagoogoo,0
0.767,0.76,-9.293,0.105,0.0679,0.00213,0.0974,0.697,111.859,love on your side,thompson twins,0
0.504,0.904,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,i'm still standing,elton john,0
0.583,0.924,-8.277,0.0314,0.042,0.00531,0.355,0.817,130.335,slipping away,dave edmunds,0
0.641,0.798,-8.56,0.0406,0.0136,0.000106,0.358,0.732,123.229,baby jane,rod stewart,0
0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0714,0.74,117.401,every breath you take,the police,0
0.706,0.785,-7.666,0.041,0.00802,0.0319,0.195,0.636,105.893,rock of ages,def leppard,0
0.525,0.882,-4.479,0.0467,0.0252,0.0,0.101,0.623,101.674,the safety dance,men without hats,0
0.431,0.723,-5.887,0.0568,0.145,0.0,0.374,0.19,130.141,total eclipse of the heart,bonnie tyler,0
0.638,0.511,-10.041,0.0289,0.541,0.00478,0.26,0.68,93.108,human nature,michael jackson,0
0.744,0.546,-9.361,0.0297,0.504,0.103,0.0649,0.345,97.415,true,spandau ballet,0
0.714,0.583,-13.346,0.0391,0.273,0.000813,0.0288,0.849,108.822,all night long (all night),lionel richie,0
0.409,0.92,-5.439,0.12,0.00719,0.00105,0.0823,0.37,145.085,cum on feel the noize,quiet riot,0
0.701,0.944,-2.986,0.0455,0.0755,0.0,0.601,0.792,128.993,uptown girl,billy joel,0
0.788,0.419,-14.318,0.0643,0.152,0.165,0.169,0.842,161.253,major tom (coming home),peter schilling,0
0.72,0.967,-4.434,0.0343,0.0289,0.000345,0.142,0.977,129.766,talking in your sleep,the romantics,0
0.673,0.663,-7.29,0.0269,0.217,0.017,0.177,0.671,120.634,i guess that's why they call it the blues,elton john,0
0.605,0.926,-4.831,0.0372,0.0714,2.18e-05,0.0953,0.49,129.844,send me an angel,real life,0
0.711,0.74,-7.776,0.0361,0.258,0.0111,0.104,0.639,143.053,gold,spandau ballet,0
0.661,0.552,-12.385,0.0337,0.214,0.0,0.206,0.928,92.056,karma chameleon,culture club,0
0.636,0.467,-10.1,0.0421,0.0915,1.7e-06,0.117,0.58,96.639,99 luftballons,nena,0
0.71,0.799,-4.897,0.0328,0.22,0.000602,0.349,0.725,120.372,girls just want to have fun,cyndi lauper,0
0.815,0.359,-15.663,0.0572,0.00645,0.000101,0.0931,0.85,89.155,red red wine,ub40,0
0.531,0.864,-4.948,0.0611,0.000753,0.00046,0.354,0.485,166.312,rebel yell,billy idol,0
0.764,0.887,-3.726,0.0744,0.0816,0.00011,0.847,0.72,118.427,thriller,michael jackson,0
0.787,0.516,-12.792,0.0332,0.66,1.1e-05,0.293,0.882,108.19,hold me now,thompson twins,0
0.668,0.592,-13.028,0.0302,0.0542,8.03e-05,0.082,0.869,130.487,remember the nights,the motels,0
0.424,0.222,-15.053,0.0391,0.646,0.0,0.148,0.0606,61.648,hello,lionel richie,0
0.475,0.899,-4.321,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,runaway,bon jovi,0
0.728,0.855,-6.031,0.0333,0.109,0.000576,0.113,0.971,133.887,you might think,the cars,0
0.637,0.333,-9.603,0.0262,0.181,0.0,0.147,0.588,84.347,the longest time,billy joel,0
0.603,0.897,-4.928,0.0435,0.0758,0.465,0.306,0.826,126.279,it's my life,talk talk,0
0.655,0.705,-8.529,0.0285,0.169,0.0139,0.0698,0.749,97.007,wouldn't it be good,nik kershaw,0
0.676,0.695,-13.395,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,relax,frankie goes to hollywood,0
0.726,0.449,-9.206,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,time after time,cyndi lauper,0
0.814,0.686,-12.172,0.0342,0.219,0.00382,0.155,0.778,106.679,self control,laura branigan,0
0.664,0.589,-14.415,0.0406,0.259,0.00587,0.221,0.54,102.74,dance hall days,wang chung,0
0.807,0.414,-8.903,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,i want to break free,queen,0
0.391,0.815,-6.197,0.0518,0.0177,0.00226,0.276,0.647,84.383,eyes without a face,billy idol,0
0.78,0.808,-10.056,0.0382,0.271,0.0,0.0958,0.569,128.505,king of suede,"""weird al"" yankovic",0
0.743,0.5,-14.105,0.0513,0.0515,0.0,0.0373,0.903,112.989,i can dream about you,dan hartman,0
0.683,0.806,-7.574,0.042,0.125,0.000548,0.191,0.962,118.032,magic,the cars,0
0.744,0.609,-11.202,0.0758,0.0883,0.0,0.0599,0.893,90.723,love of the common people,paul young,0
0.855,0.482,-8.902,0.0576,0.252,2.2e-05,0.151,0.795,97.792,what's love got to do with it,tina turner,0
0.527,0.942,-5.64,0.0366,0.0115,0.0,0.188,0.495,148.723,dancing in the dark,bruce springsteen,0
0.686,0.609,-11.469,0.0444,0.258,0.00015,0.113,0.719,127.736,sunglasses at night,corey hart,0
0.788,0.846,-5.017,0.0372,0.0103,0.000281,0.26,0.738,115.636,ghostbusters,ray parker jr.,0
0.707,0.813,-6.354,0.0693,0.252,0.0196,0.212,0.738,102.996,somebody else's guy,jocelyn brown,0
0.509,0.317,-16.063,0.0305,0.621,5.28e-05,0.0878,0.247,131.783,stuck on you,lionel richie,0
0.282,0.605,-4.916,0.0294,0.0047,0.00144,0.103,0.0783,103.929,still loving you,scorpions,0
0.666,0.871,-6.017,0.0272,0.27,0.0208,0.263,0.936,108.501,cruel summer,bananarama,0
0.585,0.831,-6.206,0.0453,0.244,4.64e-06,0.0539,0.701,137.271,only when you leave,spandau ballet,0
0.502,0.925,-6.298,0.0501,0.0129,0.0,0.162,0.923,149.188,we're not gonna take it,twisted sister,0
0.579,0.608,-9.961,0.029,0.124,0.00148,0.151,0.499,111.441,drive,the cars,0
0.79,0.649,-7.507,0.0265,0.166,8.87e-05,0.092,0.954,113.798,caribbean queen (no more love on the run),billy ocean,0
0.754,0.836,-4.703,0.0425,0.0179,2.53e-06,0.35,0.965,131.13,torture,the jacksons,0
0.748,0.551,-9.054,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,i just called to say i love you,stevie wonder,0
0.7,0.548,-13.849,0.0443,0.587,0.0,0.0699,0.854,104.553,you take me up,thompson twins,0
0.794,0.925,-3.776,0.0625,0.0118,0.32,0.197,0.924,124.881,i feel for you,chaka khan,0
0.62,0.573,-11.893,0.0423,0.271,0.0,0.0607,0.897,81.548,wake me up before you go-go,wham!,0
0.627,0.909,-4.731,0.0658,0.000957,7.03e-05,0.336,0.697,124.313,heaven's on fire,kiss,0
0.504,0.911,-2.97,0.0738,0.00512,0.0123,0.355,0.671,106.244,i wanna rock,twisted sister,0
0.559,0.863,-4.704,0.0267,0.00229,8.29e-06,0.201,0.646,126.417,run to you,bryan adams,0
0.398,0.952,-6.042,0.061,0.000373,7.75e-05,0.1,0.584,122.093,born in the u.s.a.,bruce springsteen,0
0.516,0.775,-6.409,0.0412,0.396,0.00129,0.21,0.858,177.401,the boys of summer,don henley,0
0.604,0.424,-12.288,0.0278,0.329,0.0,0.116,0.291,73.924,you're the inspiration,chicago,0
0.748,0.414,-15.15,0.0405,0.069,0.0671,0.336,0.239,97.646,big in japan,alphaville,0
0.445,0.554,-7.793,0.0315,0.231,0.0,0.0685,0.229,162.081,i want to know what love is,foreigner,0
0.685,0.584,-10.616,0.0276,0.288,0.00918,0.124,0.939,134.546,smalltown boy,bronski beat,0
0.524,0.818,-6.701,0.0406,0.000915,4.47e-05,0.0916,0.525,121.699,knocking at your back door,deep purple,0
0.408,0.48,-11.017,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,can't fight this feeling,reo speedwagon,0
0.673,0.613,-11.997,0.0799,0.00436,0.362,0.608,0.415,114.748,obsession,animotion,0
0.62,0.446,-14.451,0.0347,0.589,0.0299,0.0727,0.868,88.591,i'm on fire,bruce springsteen,0
0.707,0.759,-12.328,0.046,0.0769,2.84e-05,0.0775,0.955,115.142,rhythm of the night,debarge,0
0.638,0.858,-5.527,0.031,0.127,0.00105,0.333,0.743,111.12,don't you (forget about me),simple minds,0
0.794,0.559,-6.491,0.0319,0.367,0.0107,0.0371,0.963,119.81,smooth operator,sade,0
0.645,0.795,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067,everybody wants to rule the world,tears for fears,0
0.899,0.459,-15.557,0.0366,0.322,0.00406,0.165,0.962,115.09,everything she wants,wham!,0
0.845,0.425,-15.242,0.0343,0.00929,0.0774,0.0366,0.93,116.872,fresh,kool & the gang,0
0.752,0.743,-6.083,0.0331,0.0314,0.000117,0.128,0.832,108.254,things can only get better,howard jones,0
0.489,0.483,-9.466,0.0275,0.42,0.0028,0.236,0.333,136.822,forever young,alphaville,0
0.382,0.589,-7.315,0.0267,0.0465,0.0,0.122,0.335,140.059,heaven,bryan adams,0
0.298,0.612,-9.002,0.0379,0.0194,9.67e-05,0.0906,0.343,156.727,alone again,dokken,0
0.706,0.814,-5.405,0.0569,0.0159,0.0,0.262,0.778,125.472,a view to a kill,duran duran,0
0.554,0.963,-3.762,0.035,0.000244,0.0702,0.431,0.918,128.175,you spin me round (like a record),dead or alive,0
0.56,0.864,-8.871,0.0365,0.396,7.39e-06,0.0386,0.925,162.755,call me,go west,0
0.552,0.538,-11.085,0.0344,0.516,0.0,0.202,0.401,104.131,never surrender,corey hart,0
0.503,0.98,-5.423,0.0551,0.199,1.12e-05,0.373,0.381,97.891,shout,tears for fears,0
0.742,0.42,-6.797,0.031,0.562,4.12e-05,0.0402,0.594,134.624,your love is king,sade,0
0.508,0.834,-6.205,0.0386,0.0183,0.0,0.0732,0.774,139.131,summer of '69,bryan adams,0
0.759,0.795,-8.713,0.062,0.0356,1.12e-05,0.0678,0.877,130.803,you're only human (second wind),billy joel,0
0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,take on me,a-ha,0
0.524,0.931,-6.444,0.0472,0.0115,0.00187,0.0588,0.811,169.441,take on me,a-ha,0
0.591,0.651,-12.882,0.0424,0.42,1.94e-06,0.129,0.824,132.538,freedom,wham!,0
0.66,0.926,-6.918,0.0418,0.022,0.00315,0.841,0.734,127.924,weird science,oingo boingo,0
0.629,0.547,-13.123,0.055,0.72,0.00314,0.0604,0.197,108.375,running up that hill (a deal with god),kate bush,0
0.602,0.839,-4.251,0.0255,0.502,0.00118,0.095,0.653,95.16,head over heels,tears for fears,0
0.286,0.5,-14.281,0.0357,0.134,4.57e-05,0.108,0.443,99.162,broken wings,mr. mister,0
0.752,0.823,-9.455,0.0447,0.128,0.0098,0.303,0.962,91.563,the sweetest taboo,sade,0
0.756,0.837,-6.943,0.051,0.297,0.0,0.0567,0.588,132.146,i'm your man,wham!,0
0.494,0.839,-8.79,0.0647,0.0534,0.0706,0.253,0.219,126.329,the sun always shines on t.v.,a-ha,0
0.563,0.476,-12.525,0.0338,0.306,0.0,0.5,0.388,121.781,life in a northern town,the dream academy,0
0.496,0.566,-13.749,0.035,0.0824,0.0,0.13,0.672,89.913,kyrie,mr. mister,0
0.632,0.656,-9.29,0.0277,0.123,0.000264,0.0735,0.752,86.605,nikita,elton john,0
0.685,0.571,-11.623,0.0299,0.335,2.38e-06,0.214,0.869,121.737,manic monday,the bangles,0
0.721,0.672,-9.029,0.0339,0.0547,0.0106,0.201,0.804,104.976,something about you,level 42,0
0.579,0.654,-12.421,0.0553,0.121,3.62e-06,0.0673,0.616,129.537,your love,the outfield,0
0.627,0.905,-9.921,0.037,0.0331,0.0199,0.255,0.644,113.247,west end girls,pet shop boys,0
0.784,0.844,-4.63,0.0574,0.166,0.00201,0.0682,0.94,103.972,i can't wait,nu shooz,0
0.531,0.626,-13.371,0.0452,0.0606,0.0,0.0767,0.746,88.236,why can't this be love,van halen,0
0.581,0.791,-7.262,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,shot in the dark,ozzy osbourne,0
0.419,0.737,-7.09,0.0364,0.204,0.00716,0.24,0.595,157.991,rough boy,zz top,0
0.675,0.698,-10.963,0.0411,0.163,1.31e-05,0.338,0.872,132.19,move away,culture club,0
0.71,0.514,-8.885,0.0278,0.58,0.000159,0.0953,0.517,86.02,holding back the years,simply red,0
0.777,0.375,-11.13,0.0276,0.509,0.000437,0.178,0.669,95.092,no one is to blame,howard jones,0
0.565,0.875,-7.102,0.0723,0.175,0.00122,0.0542,0.676,102.554,digging your scene,the blow monkeys,0
0.715,0.5,-13.326,0.029,0.109,0.000129,0.0991,0.653,115.625,i still want you,the del fuegos,0
0.624,0.531,-13.23,0.0408,0.0403,1.21e-06,0.0914,0.743,128.08,all the love in the world,the outfield,0
0.722,0.961,-4.812,0.0514,0.0883,0.61,0.278,0.91,126.113,venus,bananarama,0
0.493,0.665,-13.817,0.0424,0.117,0.0,0.159,0.877,152.644,the edge of heaven,wham!,0
0.688,0.874,-6.456,0.0521,0.121,0.0,0.394,0.709,133.214,dancing on the ceiling,lionel richie,0
0.608,0.768,-9.911,0.0364,0.101,1.41e-06,0.0942,0.748,132.699,take me home tonight,eddie money,0
0.397,0.207,-13.155,0.0331,0.701,3.07e-05,0.116,0.268,171.282,true colors,cyndi lauper,0
0.532,0.964,-2.559,0.0519,0.0477,0.0,0.359,0.804,122.778,you give love a bad name,bon jovi,0
0.878,0.84,-13.105,0.064,0.0421,0.0035,0.053,0.882,116.222,word up,cameo,0
0.577,0.847,-5.912,0.0444,0.0214,0.0,0.112,0.591,116.474,california dreamin',the beach boys,0
0.449,0.424,-14.06,0.0323,0.32,1.69e-06,0.107,0.259,125.494,amanda,boston,0
0.724,0.891,-7.818,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,walk like an egyptian,the bangles,0
0.604,0.703,-8.986,0.0293,0.112,0.289,0.264,0.829,90.166,(forever) live and die,orchestral manoeuvres in the dark,0
0.728,0.619,-12.265,0.0379,0.0884,8.44e-05,0.039,0.747,128.845,everybody have fun tonight,wang chung,0
0.367,0.445,-13.615,0.0286,0.0478,0.00284,0.163,0.149,67.197,nobody's fool,cinderella,0
0.53,0.873,-10.572,0.0433,0.0403,0.000118,0.119,0.456,126.16,suburbia,pet shop boys,0
0.527,0.89,-3.335,0.0338,0.0678,0.000162,0.222,0.818,122.494,livin' on a prayer,bon jovi,0
0.529,0.843,-6.908,0.0616,0.0628,0.000827,0.0608,0.188,117.662,the final countdown,europe,0
0.625,0.726,-11.402,0.0444,0.0158,0.000169,0.0625,0.507,124.945,(i just) died in your arms,cutting crew,0
0.658,0.754,-9.085,0.0583,0.0234,3.53e-06,0.109,0.773,126.206,world shut your mouth,julian cope,0
0.606,0.532,-6.759,0.0256,0.403,0.000904,0.356,0.327,130.945,always,atlantic starr,0
0.685,0.928,-4.968,0.0471,0.0901,0.000125,0.206,0.882,112.993,lessons in love,level 42,0
0.453,0.292,-16.777,0.0342,0.041,0.814,0.0977,0.125,135.387,songbird,kenny g,0
0.265,0.818,-3.553,0.0393,0.0774,0.024,0.323,0.251,150.332,wanted dead or alive,bon jovi,0
0.57,0.931,-5.78,0.0503,0.0429,0.0,0.375,0.4,105.37,rock the night,europe,0
0.418,0.452,-13.099,0.0356,0.638,0.00026,0.0959,0.168,175.088,alone,heart,0
0.491,0.834,-11.204,0.0571,0.26,1.07e-05,0.196,0.481,124.122,since you've been gone,the outfield,0
0.635,0.872,-12.739,0.0445,0.244,0.0635,0.307,0.927,111.029,living in a box,living in a box,0
0.484,0.877,-5.434,0.0337,0.151,0.00017,0.14,0.687,92.975,here i go again,whitesnake,0
0.455,0.487,-7.112,0.0264,0.114,2.43e-06,0.358,0.139,136.482,carrie,europe,0
0.529,0.715,-11.419,0.0431,0.0925,0.000614,0.168,0.352,127.17,it's a sin,pet shop boys,0
0.489,0.568,-13.329,0.0281,0.0562,0.0107,0.21,0.86,146.009,i've been in love before,cutting crew,0
0.547,0.831,-11.298,0.0319,0.0874,8.34e-06,0.222,0.909,168.581,you win again,bee gees,0
0.634,0.89,-6.498,0.0331,0.00499,9.64e-06,0.0662,0.829,122.861,heaven is a place on earth,belinda carlisle,0
0.54,0.982,-2.962,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,dude (looks like a lady),aerosmith,0
0.583,0.921,-5.215,0.0468,0.00153,0.0178,0.188,0.613,119.526,animal,def leppard,0
0.442,0.56,-13.681,0.0361,0.252,0.0322,0.151,0.475,166.585,learning to fly,pink floyd,0
0.437,0.94,-6.946,0.0426,0.0524,0.000573,0.222,0.48,151.417,just like heaven,the cure,0
0.493,0.747,-8.521,0.0298,0.0711,0.0,0.138,0.536,90.239,is this love,whitesnake,0
0.589,0.784,-13.037,0.0312,0.175,0.0767,0.132,0.941,116.981,true faith,new order,0
0.408,0.581,-7.926,0.0365,0.436,0.000239,0.145,0.212,137.028,power of love,laura branigan,0
0.596,0.468,-11.694,0.0292,0.208,5.17e-06,0.195,0.584,124.139,candle in the wind,elton john,0
0.721,0.939,-11.823,0.0376,0.115,3.79e-05,0.108,0.914,113.309,never gonna give you up,rick astley,0
0.659,0.846,-5.508,0.0274,0.0318,0.0144,0.203,0.659,107.01,hysteria,def leppard,0
0.239,0.819,-3.583,0.0393,0.304,0.0,0.0855,0.439,171.449,angel,aerosmith,0
0.381,0.894,-8.638,0.037,0.0258,0.0,0.0251,0.797,205.528,it's the end of the world as we know it (and i feel fine),r.e.m.,0
0.399,0.258,-16.028,0.033,0.792,1.86e-06,0.128,0.192,108.174,what a wonderful world,louis armstrong,0
0.649,0.712,-9.878,0.0342,0.0313,1.18e-05,0.291,0.779,121.041,shattered dreams,johnny hates jazz,0
0.534,0.782,-10.611,0.0365,0.0116,0.0552,0.186,0.728,124.867,always on my mind,pet shop boys,0
0.629,0.581,-11.856,0.027,0.513,2.06e-06,0.0755,0.359,97.074,the flame,cheap trick,0
0.702,0.933,-11.876,0.0492,0.0519,0.000128,0.155,0.896,115.114,together forever,rick astley,0
0.624,0.748,-8.813,0.0406,0.062,1.06e-06,0.326,0.756,126.031,circle in the sand,belinda carlisle,0
0.267,0.953,-4.899,0.096,0.00211,0.0,0.283,0.568,84.989,pour some sugar on me,def leppard,0
0.624,0.868,-5.867,0.0269,0.305,1.38e-05,0.186,0.806,111.143,love changes (everything),climie fisher,0
0.738,0.792,-7.873,0.0378,0.309,0.39,0.0679,0.968,99.817,paradise,sade,0
0.523,0.882,-4.156,0.0356,0.00291,0.0184,0.092,0.501,90.03,rhythm of love,scorpions,0
0.711,0.292,-15.523,0.037,0.313,0.0,0.131,0.194,103.951,fast car,tracy chapman,0
0.454,0.91,-7.766,0.0448,0.0866,0.0996,0.116,0.629,125.116,sweet child o' mine,guns n' roses,0
0.611,0.882,-11.225,0.0538,0.0847,1.08e-06,0.192,0.605,117.932,i hate myself for loving you,joan jett & the blackhearts,0
0.646,0.934,-6.955,0.0531,0.129,1.03e-05,0.0443,0.698,142.616,simply irresistible,robert palmer,0
0.384,0.535,-9.939,0.0289,0.238,0.00045,0.0533,0.232,132.445,don't know what you got (till it's gone),cinderella,0
0.629,0.876,-10.141,0.0444,0.0864,7.68e-05,0.0431,0.359,118.011,the promise,when in rome,0
0.515,0.801,-10.436,0.0321,0.000939,0.101,0.0575,0.483,119.939,pretty boys and pretty girls,book of love,0
0.529,0.982,-2.129,0.0368,0.0206,0.0,0.0807,0.792,118.668,bad medicine,bon jovi,0
0.645,0.923,-9.781,0.0441,0.0876,0.00359,0.0303,0.81,109.988,domino dancing,pet shop boys,0
0.447,0.954,-8.069,0.0751,0.0235,0.403,0.298,0.331,123.453,welcome to the jungle,guns n' roses,0
0.459,0.704,-5.564,0.0356,0.233,1.66e-06,0.374,0.342,140.367,every rose has its thorn,poison,0
0.692,0.422,-10.533,0.0333,0.0811,0.0,0.0848,0.468,74.375,baby can i hold you,tracy chapman,0
0.725,0.576,-13.247,0.0298,0.0485,0.00406,0.066,0.757,124.648,it's money that matters,randy newman,0
0.493,0.242,-13.593,0.0291,0.68,0.0,0.071,0.345,130.258,when the children cry,white lion,0
0.58,0.812,-7.401,0.0256,0.0529,9.36e-06,0.316,0.655,114.085,a little respect,erasure,0
0.654,0.83,-12.099,0.0513,0.0864,5.19e-05,0.268,0.938,118.031,she wants to dance with me,rick astley,0
0.273,0.952,-8.762,0.0843,0.0169,0.0111,0.142,0.472,100.271,paradise city,guns n' roses,0
0.649,0.618,-10.728,0.0265,0.596,1.46e-06,0.192,0.667,114.688,you got it,roy orbison,0
0.799,0.687,-5.682,0.0431,0.193,0.000188,0.0307,0.965,108.804,she drives me crazy,fine young cannibals,0
0.526,0.358,-7.239,0.0243,0.525,0.0,0.0942,0.399,78.989,eternal flame,the bangles,0
0.634,0.838,-5.363,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,the look,roxette,0
0.578,0.836,-6.607,0.0512,0.163,1.36e-06,0.0583,0.932,167.026,end of the line,traveling wilburys,0
0.437,0.695,-9.447,0.0617,0.00111,0.0857,0.124,0.413,102.178,one,metallica,0
0.348,0.797,-3.929,0.038,0.0698,0.0,0.0876,0.279,146.737,i'll be there for you,bon jovi,0
0.716,0.783,-12.876,0.0496,0.172,0.0346,0.0327,0.952,121.306,good life,inner city,0
0.504,0.918,-3.463,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,cult of personality,living colour,0
0.63,0.862,-5.889,0.0344,0.0584,0.339,0.327,0.675,121.049,voices of babylon,the outfield,0
0.457,0.297,-12.511,0.0306,0.686,0.000107,0.109,0.333,120.021,patience,guns n' roses,0
0.765,0.63,-9.751,0.0304,0.0467,3.06e-05,0.223,0.963,113.967,i won't back down,tom petty,0
0.747,0.586,-10.119,0.0299,0.0708,8e-05,0.0427,0.893,164.718,good thing,fine young cannibals,0
0.654,0.307,-9.25,0.0299,0.514,1.58e-06,0.0912,0.192,93.893,if you don't know me by now,simply red,0
0.457,0.794,-6.624,0.0298,0.000384,7.18e-05,0.131,0.354,90.439,18 and life,skid row,0
0.461,0.488,-11.143,0.0287,0.115,0.0,0.128,0.33,145.778,heaven,warrant,0
0.4,0.992,-6.995,0.0725,0.107,0.0117,0.179,0.243,149.412,nightrain,guns n' roses,0
0.539,0.583,-4.935,0.0275,0.108,0.0,0.111,0.337,86.063,listen to your heart,roxette,0
0.209,0.795,-7.241,0.0443,0.0109,5.63e-05,0.355,0.682,171.975,sowing the seeds of love,tears for fears,0
0.662,0.737,-9.54,0.0296,0.108,0.0191,0.119,0.744,103.867,the best,tina turner,0
0.495,0.609,-9.902,0.0339,0.42,0.0,0.187,0.33,135.671,when i see you smile,bad english,0
0.28,0.908,-5.509,0.109,0.0327,8.85e-06,0.18,0.26,118.698,poison,alice cooper,0
