danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,artist,label
0.725,0.583,-9.942,0.0427,0.3,0.000238,0.0665,0.762,79.984,thank you,dido,0
0.653,0.429,-10.473,0.0297,0.0849,0.00371,0.0693,0.627,146.073,by your side,sade,0
0.537,0.858,-4.903,0.0349,0.000966,0.0,0.0812,0.502,124.599,hanging by a moment,lifehouse,0
0.492,0.969,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,one step closer,linkin park,0
0.385,0.342,-7.749,0.0285,0.416,0.0,0.119,0.131,132.864,thank you for loving me,bon jovi,0
0.645,0.792,-7.34,0.036,0.0562,0.0121,0.119,0.666,90.565,drive,incubus,0
0.623,0.607,-5.113,0.0353,0.147,3.29e-06,0.227,0.614,89.654,i'm like a bird,nelly furtado,0
0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,yellow,coldplay,0
0.509,0.774,-4.054,0.0338,0.00189,0.000549,0.143,0.0824,116.529,it's been awhile,staind,0
0.576,0.864,-3.981,0.0462,0.02,1.68e-06,0.683,0.609,97.225,my way,limp bizkit,0
0.732,0.81,-10.647,0.0407,0.0107,0.0,0.0927,0.609,128.001,angel,lionel richie,0
0.603,0.609,-7.063,0.0278,0.188,0.0,0.0982,0.275,119.911,austin,blake shelton,0
0.682,0.744,-6.981,0.0365,0.376,0.00951,0.06,0.827,132.493,fill me in,craig david,0
0.567,0.714,-8.512,0.0302,0.0012,0.417,0.186,0.191,107.441,schism,tool,0
0.528,0.965,-7.984,0.0465,0.141,0.985,0.0797,0.587,136.065,sandstorm,darude,0
0.487,0.702,-6.043,0.0238,0.00528,4.97e-06,0.129,0.306,95.982,be like that,3 doors down,0
0.41,0.959,-4.563,0.0869,0.000324,0.0,0.0766,0.83,193.155,the rock show,blink-182,0
0.58,0.702,-5.565,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,crawling,linkin park,0
0.802,0.341,-8.56,0.488,0.169,0.0,0.0783,0.849,166.01,because i got high,afroman,0
0.663,0.694,-8.627,0.171,0.0253,0.0,0.0698,0.525,167.953,clint eastwood,gorillaz,0
0.653,0.964,-4.261,0.0582,0.00316,0.00512,0.144,0.87,126.928,smooth criminal,alien ant farm,0
0.382,0.416,-9.303,0.0302,0.0733,0.0,0.0719,0.125,102.089,superman (it's not easy),five for fighting,0
0.402,0.914,-5.215,0.142,0.000579,0.0,0.065,0.626,196.505,fat lip,sum 41,0
0.446,0.764,-5.042,0.033,0.00135,0.0,0.099,0.543,172.094,how you remind me,nickelback,0
0.246,0.768,-7.48,0.0387,0.000631,0.301,0.102,0.35,169.873,wish you were here,incubus,0
0.346,0.641,-5.627,0.0504,0.136,8.4e-06,0.108,0.159,77.281,hero,enrique iglesias,0
0.444,0.913,-3.452,0.0992,0.00308,0.0,0.38,0.569,163.689,control,puddle of mudd,0
0.32,0.88,-6.035,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,my sacrifice,creed,0
0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,in the end,linkin park,0
0.82,0.809,-6.759,0.251,0.443,0.00175,0.0613,0.737,83.011,break ya neck,busta rhymes,0
0.659,0.812,-7.499,0.0487,0.23,0.0,0.0951,0.888,83.014,7 days,craig david,0
0.432,0.936,-4.537,0.0562,0.00691,0.0,0.14,0.499,157.469,blurry,puddle of mudd,0
0.555,0.897,-6.147,0.0645,0.00377,0.0116,0.392,0.473,97.851,youth of the nation,p.o.d.,0
0.776,0.844,-5.305,0.0297,0.0277,0.000244,0.135,0.868,125.972,escape,enrique iglesias,0
0.588,0.927,-4.776,0.113,0.000305,3.83e-05,0.195,0.652,93.571,crawling in the dark,hoobastank,0
0.56,0.825,-3.862,0.0379,0.323,0.0,0.161,0.268,94.931,a thousand miles,vanessa carlton,0
0.644,0.848,-5.385,0.0529,0.0358,0.0,0.0676,0.928,162.151,the middle,jimmy eat world,0
0.598,0.808,-5.209,0.0388,0.00304,0.0,0.147,0.288,128.025,too bad,nickelback,0
0.413,0.873,-4.151,0.0536,0.000264,0.00249,0.204,0.48,116.68,toxicity,system of a down,0
0.778,0.761,-5.529,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,gimme the light,sean paul,0
0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,without me,eminem,0
0.596,0.688,-6.367,0.0345,0.196,0.0,0.121,0.817,172.837,walking away,craig david,0
0.386,0.677,-5.83,0.0346,0.00841,0.00366,0.341,0.195,126.602,one last breath,creed,0
0.441,0.986,-2.466,0.116,0.038,0.000781,0.0998,0.184,123.974,by the way,red hot chili peppers,0
0.514,0.819,-5.475,0.0418,0.00101,1.67e-06,0.195,0.488,100.4,running away,hoobastank,0
0.459,0.931,-5.024,0.0612,0.00126,0.00881,0.412,0.419,135.826,hate to say i told you so,the hives,0
0.487,0.898,-4.436,0.038,0.00305,0.0,0.26,0.597,135.331,sweetness,jimmy eat world,0
0.364,0.922,-4.217,0.0567,0.000915,0.0346,0.0697,0.227,79.342,aerials,system of a down,0
0.739,0.199,-11.763,0.028,0.88,1.27e-05,0.0591,0.628,88.467,don't know why,norah jones,0
0.58,0.748,-5.433,0.0323,0.00935,0.0,0.753,0.584,109.781,she hates me,puddle of mudd,0
0.323,0.728,-5.416,0.0321,0.00394,0.000447,0.102,0.489,161.586,i am mine,pearl jam,0
0.289,0.716,-6.53,0.106,0.0407,0.00123,0.135,0.344,168.049,you know you're right,nirvana,0
0.31,0.94,-3.395,0.106,0.000106,2.21e-06,0.205,0.454,128.682,downfall,trustcompany,0
0.647,0.729,-6.251,0.0236,0.0206,0.0489,0.134,0.687,94.01,your body is a wonderland,john mayer,0
0.577,0.604,-5.703,0.0495,0.000218,0.000579,0.477,0.637,167.719,all my life,foo fighters,0
0.725,0.803,-4.083,0.0337,0.013,3.66e-05,0.0891,0.403,117.391,the zephyr song,red hot chili peppers,0
0.53,0.768,-5.611,0.0284,0.00385,0.0,0.103,0.374,148.095,when i'm gone,3 doors down,0
0.452,0.873,-4.867,0.0613,0.000519,0.0,0.0592,0.433,80.473,cochise,audioslave,0
0.509,0.843,-3.318,0.0488,0.000671,0.000803,0.348,0.332,140.055,the red,chevelle,0
0.442,0.855,-2.985,0.0288,0.00049,0.0137,0.273,0.363,175.543,fine again,seether,0
0.509,0.584,-4.907,0.057,0.0368,9.96e-05,0.384,0.685,170.411,no one knows,queens of the stone age,0
0.899,0.713,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051,in da club,50 cent,0
0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,can't stop,red hot chili peppers,0
0.761,0.899,-3.09,0.183,0.0135,0.0,0.0719,0.673,95.027,x gon' give it to ya,dmx,0
0.735,0.824,-4.143,0.036,0.615,0.0,0.158,0.726,100.202,get busy,sean paul,0
0.837,0.885,-3.914,0.182,0.103,0.0,0.0666,0.694,95.313,i can,nas,0
0.614,0.568,-5.477,0.0276,0.00797,0.0,0.0997,0.516,107.849,like a stone,audioslave,0
0.376,0.908,-3.793,0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581,times like these,foo fighters,0
0.451,0.951,-3.754,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,somewhere i belong,linkin park,0
0.256,0.788,-5.263,0.0403,0.0298,0.0,0.707,0.429,80.718,unwell,matchbox twenty,0
0.494,0.939,-3.127,0.126,0.00666,0.0,0.139,0.893,177.751,the anthem,good charlotte,0
0.492,0.896,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981,headstrong,trapt,0
0.245,0.96,-4.719,0.175,0.000184,0.00268,0.0718,0.372,184.042,straight out of line,godsmack,0
0.431,0.854,-4.438,0.0627,0.000117,0.0001,0.0955,0.179,138.731,stupid girl,cold,0
0.589,0.867,-4.523,0.0385,0.041,0.0,0.306,0.795,94.52,the remedy (i won't worry),jason mraz,0
0.469,0.722,-4.806,0.0326,0.232,0.0,0.123,0.529,85.984,forever and for always,shania twain,0
0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,seven nation army,the white stripes,0
0.757,0.78,-5.038,0.319,0.0811,0.0,0.113,0.59,97.917,like glue,sean paul,0
0.522,0.751,-5.46,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,addicted,simple plan,0
0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095,faint,linkin park,0
0.407,0.896,-2.935,0.063,0.012,0.0,0.196,0.156,138.697,so far away,staind,0
0.475,0.407,-9.239,0.0368,0.247,0.0,0.144,0.226,178.261,officially missing you,tamia,0
0.433,0.854,-3.868,0.0483,0.000336,0.000177,0.162,0.368,89.4,show me how to live,audioslave,0
0.455,0.858,-5.659,0.0391,0.000616,0.000247,0.226,0.597,163.118,someday,nickelback,0
0.537,0.948,-3.063,0.355,0.151,0.0,0.356,0.792,186.151,where the hood at,dmx,0
0.556,0.545,-6.768,0.0255,0.0635,0.0,0.124,0.193,143.991,here without you,3 doors down,0
0.518,0.825,-5.775,0.0307,0.000447,0.0,0.0831,0.304,92.429,heaven,live,0
0.623,0.613,-10.099,0.0698,0.231,0.0,0.12,0.918,144.334,rubberneckin',elvis presley,0
0.774,0.75,-4.927,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,stacy's mom,fountains of wayne,0
0.606,0.75,-4.535,0.0306,0.0026,0.000795,0.321,0.771,126.316,it's my life,no doubt,0
0.494,0.672,-4.877,0.0405,0.0273,0.0,0.105,0.557,156.208,perfect,simple plan,0
0.496,0.863,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018,numb,linkin park,0
0.39,0.937,-3.457,0.1,0.000314,0.0,0.158,0.161,154.771,away from me,puddle of mudd,0
0.598,0.95,-3.358,0.0848,0.00167,0.000388,0.154,0.577,105.267,are you gonna be my girl,jet,0
0.341,0.662,-5.023,0.0335,0.105,0.0,0.113,0.2,174.875,i am the highway,audioslave,0
0.544,0.867,-5.527,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,figured you out,nickelback,0
0.643,0.569,-7.459,0.0276,0.544,2.17e-05,0.178,0.275,120.507,100 years,five for fighting,0
0.609,0.444,-9.129,0.106,0.603,6.86e-06,0.104,0.166,118.402,if i ain't got you,alicia keys,0
0.595,0.489,-6.66,0.0271,0.497,0.0,0.119,0.0902,120.315,behind blue eyes,limp bizkit,0
0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952,the reason,hoobastank,0
0.652,0.766,-6.481,0.0345,0.000761,6.34e-06,0.0739,0.641,110.011,i miss you,blink-182,0
0.25,0.136,-12.162,0.037,0.673,0.000157,0.107,0.0981,118.086,you raise me up,josh groban,0
0.535,0.951,-3.324,0.18,0.00777,0.0,0.0669,0.723,160.102,lying from you,linkin park,0
0.473,0.973,-3.831,0.11,0.00025,0.153,0.0782,0.291,141.09,slither,velvet revolver,0
0.759,0.825,-4.289,0.22,0.0923,0.00057,0.24,0.429,94.857,on fire,lloyd banks,0
0.486,0.904,-3.751,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,ocean avenue,yellowcard,0
0.764,0.744,-2.34,0.181,0.0109,0.000122,0.318,0.511,88.426,welcome back,mase,0
0.487,0.729,-6.046,0.0316,0.126,9.79e-05,0.134,0.339,144.043,everything,alanis morissette,0
0.541,0.677,-6.211,0.0271,0.0244,0.0,0.0854,0.237,131.922,away from the sun,3 doors down,0
0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.136,0.527,104.561,take me out,franz ferdinand,0
0.579,0.849,-5.218,0.0303,0.108,0.0,0.0909,0.581,100.021,breaking the habit,linkin park,0
0.373,0.737,-5.282,0.0297,9.4e-06,0.0,0.0696,0.565,177.9,just like you,three days grace,0
0.451,0.815,-5.55,0.0368,6.06e-05,0.0,0.27,0.618,147.974,cold,crossfade,0
0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,american idiot,green day,0
0.508,0.981,-3.23,0.0779,8.22e-05,0.000449,0.0555,0.746,138.011,somebody told me,the killers,0
0.606,0.887,-4.404,0.0598,0.000242,0.0,0.337,0.903,119.974,1985,bowling for soup,0
0.485,0.776,-5.472,0.0525,0.00225,0.000102,0.124,0.26,153.055,so cold,breaking benjamin,0
0.458,0.884,-4.679,0.0495,0.000468,0.483,0.128,0.25,132.814,fall to pieces,velvet revolver,0
0.84,0.804,-8.975,0.0554,0.0957,9.34e-06,0.0567,0.907,105.97,tempted to touch,rupee,0
0.835,0.847,-6.89,0.0562,0.113,0.0,0.0771,0.926,105.991,tempted to touch,rupee,0
0.674,0.413,-7.816,0.0274,0.836,1.95e-05,0.098,0.503,124.893,daughters,john mayer,0
0.421,0.858,-4.535,0.0963,0.0134,0.0,0.067,0.491,173.255,welcome to my life,simple plan,0
0.852,0.797,-6.543,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,gasolina,daddy yankee,0
0.496,0.682,-4.095,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,boulevard of broken dreams,green day,0
0.588,0.448,-6.37,0.0265,0.668,1.37e-05,0.156,0.362,135.962,bless the broken road,rascal flatts,0
0.344,0.931,-3.759,0.0783,0.00104,0.0,0.0903,0.251,148.104,mr. brightside,the killers,0
0.384,0.921,-3.334,0.055,0.0948,0.0,0.168,0.471,89.922,scars,papa roach,0
0.448,0.665,-4.203,0.026,0.06,2.55e-05,0.0828,0.304,172.004,somewhere only we know,keane,0
0.636,0.625,-7.895,0.0277,0.222,5.35e-05,0.119,0.342,93.931,collide,howie day,0
0.21,0.94,-3.427,0.123,0.00602,0.0,0.269,0.255,179.722,i'm not okay (i promise),my chemical romance,0
0.459,0.427,-7.733,0.0267,0.112,0.0,0.168,0.357,139.898,you and me,lifehouse,0
0.395,0.955,-3.352,0.12,0.0176,0.0,0.585,0.283,168.005,pain,jimmy eat world,0
0.634,0.526,-7.881,0.0333,0.339,0.0,0.257,0.623,90.087,lonely,akon,0
0.58,0.981,-2.603,0.06,0.0171,1.07e-05,0.386,0.861,134.007,jerk it out,caesars,0
0.423,0.845,-3.509,0.0559,0.143,5.07e-06,0.213,0.317,116.602,be yourself,audioslave,0
0.493,0.843,-4.893,0.0482,0.0019,0.0086,0.0835,0.416,92.827,sooner or later,breaking benjamin,0
0.587,0.99,-4.496,0.0783,0.0172,0.000668,0.104,0.486,127.992,the hand that feeds,nine inch nails,0
0.538,0.884,-3.251,0.031,0.000138,0.0,0.466,0.736,146.511,holiday,green day,0
0.693,0.823,-3.761,0.0726,0.0932,0.0,0.328,0.741,87.904,beverly hills,weezer,0
0.538,0.981,-2.688,0.14,0.00662,0.0,0.219,0.711,101.414,b.y.o.b.,system of a down,0
0.546,0.97,-2.661,0.097,0.000823,2.08e-05,0.275,0.383,100.065,happy?,mudvayne,0
0.386,0.452,-7.715,0.0278,0.417,0.0,0.0881,0.287,169.837,breathe (2 am),anna nalick,0
0.481,0.645,-8.535,0.318,0.0863,6.2e-06,0.332,0.612,151.307,blue orchid,the white stripes,0
0.366,0.94,-5.119,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,best of you,foo fighters,0
0.487,0.627,-6.506,0.0304,0.00141,3e-05,0.109,0.219,112.269,right here,staind,0
0.55,0.952,-4.664,0.0924,0.000193,0.000666,0.0614,0.391,127.804,remedy,seether,0
0.459,0.955,-4.26,0.0448,0.000311,4.29e-06,0.421,0.485,143.865,dirty little secret,the all-american rejects,0
0.546,0.814,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98,wake me up when september ends,green day,0
0.515,0.876,-3.756,0.0292,0.000932,0.000166,0.136,0.385,145.916,photograph,nickelback,0
0.95,0.803,-4.195,0.151,0.145,0.0,0.0748,0.86,117.0,we be burnin',sean paul,0
0.457,0.768,-3.592,0.0378,0.169,0.0,0.103,0.232,99.739,doesn't remind me,audioslave,0
0.624,0.764,-6.31,0.396,0.00494,0.0,0.107,0.719,91.73,lighters up,lil' kim,0
0.5,0.899,-4.066,0.0736,4.84e-05,0.000198,0.0794,0.566,130.06,have a nice day,bon jovi,0
0.402,0.969,-2.825,0.181,9.14e-05,0.0325,0.225,0.262,173.847,stricken,disturbed,0
0.494,0.467,-8.184,0.0286,0.0822,0.0,0.111,0.292,133.81,like we never loved at all,faith hill,0
0.406,0.78,-5.392,0.0324,0.21,0.0,0.474,0.687,88.017,boondocks,little big town,0
0.7,0.807,-5.711,0.029,0.000576,0.00488,0.0996,0.963,112.15,only,nine inch nails,0
0.643,0.919,-3.487,0.0551,0.338,0.0,0.0555,0.823,114.983,honky tonk badonkadonk,trace adkins,0
0.274,0.92,-4.096,0.0489,0.0303,0.000412,0.115,0.0397,154.016,hypnotize,system of a down,0
0.541,0.968,-4.129,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,bat country,avenged sevenfold,0
0.675,0.479,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,81.998,you're beautiful,james blunt,0
0.524,0.816,-3.49,0.0308,0.00044,0.0,0.0777,0.252,116.026,save me,shinedown,0
0.696,0.858,-5.155,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,rompe,daddy yankee,0
0.679,0.682,-5.837,0.261,0.265,0.0,0.287,0.59,94.971,so sick,ne-yo,0
0.633,0.976,-5.362,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,everytime we touch,cascada,0
0.658,0.551,-6.62,0.37,0.0043,0.000108,0.197,0.442,138.335,touch it,busta rhymes,0
0.47,0.806,-4.1,0.0328,0.0271,0.000142,0.2,0.403,93.853,perfect situation,weezer,0
0.744,0.637,-4.483,0.0241,0.337,0.000222,0.0696,0.785,100.511,your man,josh turner,0
0.202,0.886,-3.805,0.0816,0.0286,0.0,0.643,0.192,145.781,the ghost of you,my chemical romance,0
0.951,0.6,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04,temperature,sean paul,0
0.688,0.519,-4.285,0.0283,0.064,0.0,0.1,0.318,116.714,love,keyshia cole,0
0.526,0.92,-3.866,0.0472,0.000124,0.0,0.371,0.615,109.86,move along,the all-american rejects,0
0.537,0.674,-5.134,0.0277,0.0088,0.0,0.265,0.33,136.002,what hurts the most,rascal flatts,0
0.592,0.729,-4.156,0.0448,0.022,0.0,0.0653,0.709,116.03,over my head (cable car),the fray,0
0.569,0.963,-3.069,0.0593,0.000787,0.0256,0.22,0.82,76.995,animals,nickelback,0
0.441,0.815,-4.088,0.0276,0.000731,0.0,0.414,0.522,164.007,savin' me,nickelback,0
0.565,0.792,-4.983,0.132,0.0913,0.0,0.114,0.639,170.076,i write sins not tragedies,panic! at the disco,0
0.404,0.797,-5.047,0.0763,0.000344,0.000352,0.0824,0.361,146.58,wasteland,10 years,0
0.674,0.866,-4.067,0.0328,0.0739,0.0,0.377,0.684,119.991,the lucky one,faith hill,0
0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,how to save a life,the fray,0
0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,dani california,red hot chili peppers,0
0.607,0.941,-6.163,0.0486,0.0217,0.071,0.119,0.414,144.04,every day is exactly the same,nine inch nails,0
0.458,0.684,-5.664,0.0335,0.506,0.0,0.0947,0.198,92.648,hate me,blue october,0
0.553,0.853,-3.668,0.0339,0.000684,0.0,0.126,0.506,122.023,animal i have become,three days grace,0
0.308,0.873,-4.542,0.0533,0.00022,0.000729,0.0974,0.686,143.519,miss murder,afi,0
0.855,0.587,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97,crazy,gnarls barkley,0
0.661,0.978,-3.064,0.107,0.0247,0.0,0.0856,0.592,98.019,crazy bitch,buckcherry,0
0.56,0.595,-4.53,0.0274,0.199,6.47e-05,0.132,0.144,104.011,chasing cars,snow patrol,0
0.562,0.934,-5.562,0.0607,0.00211,0.0,0.199,0.558,103.042,life is a highway,rascal flatts,0
0.783,0.59,-5.423,0.391,0.323,0.0,0.148,0.664,98.079,why we thugs,ice cube,0
0.687,0.677,-4.172,0.0508,0.000643,0.000137,0.0564,0.545,75.052,coming undone,korn,0
0.489,0.955,-2.771,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,is it any wonder?,keane,0
0.736,0.506,-7.857,0.0344,0.182,3.57e-06,0.134,0.563,96.083,put your records on,corinne bailey rae,0
0.578,0.756,-5.82,0.115,0.157,0.000232,0.249,0.663,176.739,waiting on the world to change,john mayer,0
0.603,0.78,-5.531,0.0438,0.139,0.0,0.164,0.693,100.499,suddenly i see,kt tunstall,0
0.476,0.736,-5.38,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,lips of an angel,hinder,0
0.518,0.797,-5.153,0.0309,0.000681,0.0,0.107,0.293,132.918,far away,nickelback,0
0.545,0.932,-2.189,0.0399,0.000665,0.0,0.127,0.464,92.956,face down,the red jumpsuit apparatus,0
0.39,0.958,-4.455,0.0622,5.67e-05,0.0437,0.121,0.348,167.045,the diary of jane,breaking benjamin,0
0.545,0.753,-4.618,0.036,0.0417,0.0,0.389,0.434,105.754,through glass,stone sour,0
0.441,0.976,-3.09,0.147,0.000335,0.0475,0.298,0.248,130.411,when you were young,the killers,0
0.519,0.749,-3.318,0.0405,0.271,0.0,0.119,0.29,147.905,before he cheats,carrie underwood,0
0.799,0.721,-5.222,0.0508,0.0214,0.000341,0.335,0.66,132.763,maneater,nelly furtado,0
0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,welcome to the black parade,my chemical romance,0
0.76,0.827,-4.015,0.029,0.046,0.0,0.109,0.633,130.321,ni una sola palabra,paulina rubio,0
0.616,0.91,-3.004,0.0386,0.0459,0.0,0.343,0.693,144.072,rockstar,nickelback,0
0.454,0.631,-4.733,0.0268,0.00233,0.0,0.177,0.313,87.888,it ends tonight,the all-american rejects,0
0.404,0.571,-5.069,0.0303,0.182,2.08e-05,0.129,0.29,147.01,boston,augustana,0
0.872,0.872,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948,say it right,nelly furtado,0
0.426,0.92,-3.243,0.0598,0.0559,0.0,0.245,0.296,145.946,it's not over,daughtry,0
0.416,0.741,-4.001,0.0335,0.00804,0.0,0.273,0.286,160.515,pain,three days grace,0
0.519,0.85,-4.678,0.0354,0.000246,0.014,0.279,0.211,132.022,if everyone cared,nickelback,0
0.467,0.883,-3.679,0.106,0.000321,0.000152,0.125,0.309,122.252,famous last words,my chemical romance,0
0.606,0.226,-10.617,0.0347,0.715,0.0001,0.35,0.142,122.711,like a star,corinne bailey rae,0
0.753,0.326,-9.883,0.0342,0.731,0.00131,0.24,0.237,123.799,gravity,john mayer,0
0.442,0.85,-3.888,0.0362,0.002,1.93e-06,0.198,0.338,143.981,home,daughtry,0
0.447,0.592,-3.015,0.0319,0.0575,4.47e-06,0.13,0.283,78.039,look after you,the fray,0
0.449,0.682,-5.295,0.029,0.205,0.0,0.175,0.254,139.924,better than me,hinder,0
0.694,0.496,-14.222,0.0329,0.0139,0.00356,0.0644,0.799,103.372,you know i'm no good,amy winehouse,0
0.407,0.558,-13.609,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,rehab,amy winehouse,0
0.867,0.899,-5.192,0.113,0.00372,8.11e-05,0.798,0.715,109.301,tell me 'bout it,joss stone,0
0.656,0.291,-10.572,0.0293,0.872,0.0,0.114,0.298,103.971,hey there delilah,plain white t's,0
0.347,0.868,-4.145,0.0467,0.00012,0.000273,0.0845,0.313,182.851,breath,breaking benjamin,0
0.623,0.93,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,what i've done,linkin park,1
0.445,0.638,-5.024,0.0273,0.00117,0.0528,0.105,0.15,174.045,stolen,dashboard confessional,0
0.458,0.897,-5.006,0.0674,0.005,0.0,0.103,0.602,154.834,thnks fr th mmrs,fall out boy,0
0.45,0.895,-4.739,0.0386,0.0293,0.0,0.116,0.463,77.577,dig,incubus,0
0.417,0.63,-7.24,0.0898,0.0209,0.0134,0.0543,0.341,94.214,icky thump,the white stripes,0
0.423,0.94,-4.012,0.0635,0.00166,0.0,0.178,0.505,149.934,the great escape,boys like girls,0
0.542,0.932,-4.896,0.05,0.0747,0.0,0.613,0.698,140.135,bleed it out,linkin park,0
0.655,0.885,-4.116,0.0438,0.00117,0.000473,0.0448,0.938,100.088,given up,linkin park,0
0.644,0.939,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031,paralyzer,finger eleven,0
0.459,0.858,-3.063,0.0626,0.0506,0.0,0.184,0.855,111.682,teenagers,my chemical romance,0
0.785,0.582,-4.877,0.237,0.191,0.0,0.2,0.861,71.774,cupid shuffle,cupid,0
0.513,0.906,-3.673,0.0737,0.00272,8.42e-06,0.113,0.73,173.0,misery business,paramore,0
0.433,0.778,-4.68,0.0371,0.00838,0.0,0.163,0.217,149.864,never too late,three days grace,0
0.433,0.959,-4.04,0.0431,0.000917,0.0,0.028,0.365,172.984,the pretender,foo fighters,0
0.423,0.922,-2.602,0.0411,0.017,0.0,0.102,0.567,156.063,over you,daughtry,0
0.566,0.905,-5.093,0.0646,0.0045,0.0,0.21,0.792,83.0,how far we've come,matchbox twenty,0
0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,no one,alicia keys,0
0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324,gimme more,britney spears,0
0.611,0.95,-3.509,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,fake it,seether,0
0.923,0.795,-3.61,0.117,0.0394,0.000599,0.101,0.587,123.021,just fine,mary j. blige,0
0.61,0.349,-9.321,0.0301,0.554,0.0099,0.201,0.155,136.012,dreaming with a broken heart,john mayer,0
0.583,0.786,-3.142,0.0301,0.0208,0.0,0.188,0.573,123.055,love song,sara bareilles,0
0.363,0.408,-10.861,0.0273,0.185,2.94e-06,0.113,0.271,87.335,from where you are,lifehouse,0
0.534,0.393,-7.813,0.0292,0.00479,0.0107,0.107,0.0641,110.007,shadow of the day,linkin park,0
0.787,0.858,-4.152,0.0373,0.405,2.95e-06,0.133,0.814,105.0,sexy movimiento,wisin & yandel,0
0.762,0.774,-5.586,0.0805,0.00304,0.000126,0.0674,0.474,120.201,sensual seduction,snoop dogg,0
0.485,0.723,-6.565,0.0317,0.541,1.12e-06,0.075,0.541,167.845,say,john mayer,0
0.631,0.793,-4.086,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,crushcrushcrush,paramore,0
0.329,0.866,-4.328,0.0484,0.0724,0.0,0.0869,0.257,184.793,stop and stare,onerepublic,0
0.489,0.561,-7.933,0.0274,0.2,4.56e-05,0.179,0.238,83.457,falling in love at a coffee shop,landon pigg,0
0.638,0.818,-5.524,0.0334,0.0136,0.0103,0.191,0.47,97.021,citizen/soldier,3 doors down,0
0.153,0.953,-4.74,0.122,0.00152,0.0062,0.366,0.14,199.892,through the fire and flames,dragonforce,0
0.439,0.874,-4.165,0.0299,0.00571,0.0,0.176,0.527,150.036,whatever it takes,lifehouse,0
0.401,0.888,-3.793,0.0401,0.000367,0.0,0.12,0.365,146.781,long road to ruin,foo fighters,0
0.483,0.903,-3.151,0.0451,0.000849,0.0,0.118,0.318,130.986,feels like tonight,daughtry,0
0.582,0.371,-8.519,0.0525,0.748,9.19e-05,0.122,0.604,200.085,new soul,yael naim,1
0.638,0.656,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036,bleeding love,leona lewis,0
0.529,0.934,-4.808,0.0602,0.00153,5.16e-06,0.118,0.282,127.962,it's not my time,3 doors down,0
0.516,0.342,-9.785,0.0342,0.832,0.579,0.0857,0.167,128.378,nude,radiohead,0
0.618,0.955,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,shake it,metro station,0
0.387,0.862,-2.219,0.0457,0.107,0.0,0.103,0.337,161.984,what about now,daughtry,0
